itens.id,itens.codigoVenda,itens.codigoIten,itens.quantidade,itens.produto,itens.valorUnidade,itens.valorTotal,itens.dataRegistro,itens.status,itens.data_check_iten,itens.obs
398,160402580510,90,10,Sapato c/ luva,8.9,89.0,2016-04-02 10:06:12,False,<NULL>, 
399,160402462710,840,2,Manta bordada - simples,44.9,89.8,2016-04-02 11:29:38,True,2016-04-02 12:11:05.363000, 
400,160402462710,120,2,"Kit Fralda, camiseta e cheirinho ",25.0,50.0,2016-04-02 11:29:46,True,2016-04-02 12:11:06.174000, 
401,160402462710,400,14,Kit camiseta 3 peças,23.0,322.0,2016-04-02 11:29:51,True,2016-04-02 12:11:08.099000, 
402,160402462710,310,4,Roupão de felpa ,32.5,130.0,2016-04-02 11:29:55,True,2016-04-02 12:11:30.240000,
403,160402462710,3006,5,Roupão Felpuce ,35.0,175.0,2016-04-02 11:30:13,True,2016-04-02 12:11:30.861000, 
404,160402462710,160,7,Toalha fralda c/ bico ,13.5,94.5,2016-04-02 11:30:23,True,2016-04-02 12:11:32.437000, 
405,160402462710,1110,5,Lençol de elástico c/ barra e fronha,40.0,200.0,2016-04-02 11:30:52,True,2016-04-02 12:11:32.685000, 
407,160402462710,1100,8,"Kit Vestido, Calcinha e Tiara ",30.0,240.0,2016-04-02 11:32:04,True,2016-04-02 12:11:34.457000, 
408,160402462710,270,15,Toalha fralda capuz,15.5,232.5,2016-04-02 11:32:56,True,2016-04-02 12:11:34.919000, 
409,160402462710,1120,12,Kit Body Mijao Sapato com luva,25.0,300.0,2016-04-02 11:33:24,True,2016-04-02 12:11:36.496000, 
410,160402462710,3007,12,"Kit Cueca, Camiseta, sapato tecido ",26.5,318.0,2016-04-02 11:34:18,True,2016-04-02 12:11:37.076000, 
411,160402462710,500,12,Kit Cheirinho c/ 04 peças,19.5,234.0,2016-04-02 11:34:46,True,2016-04-02 12:11:37.854000, 
412,160402462710,350,8,Kit Cheirinho de malha c/ 03 peças,15.6,124.8,2016-04-02 11:35:06,True,2016-04-02 12:11:38.334000, 
414,160402462710,630,15,Kit Pagão 03 peças ,20.0,300.0,2016-04-02 11:35:54,True,2016-04-02 12:11:39.014000, 
415,160402462710,330,6,Pano de prato 03 peças ,13.0,78.0,2016-04-02 11:37:08,True,2016-04-02 12:11:39.888000, 
416,160402462710,740,3,"Kit short, camiseta e Tiara ",22.5,67.5,2016-04-02 11:38:07,True,2016-04-02 12:11:40.622000, 
417,160402462710,1140,3,Blusa s/manga c/short,17.5,52.5,2016-04-02 11:38:17,True,2016-04-02 12:11:41.120000, 
418,160402462710,299,13,Kit Body c/colete e mijão ,25.0,325.0,2016-04-02 11:38:39,True,2016-04-02 12:11:42.021000, 
419,160402462710,1180,5,Camisa Masc. Short tecido,26.25,131.25,2016-04-02 11:39:04,True,2016-04-02 12:11:42.975000, 
420,160402462710,5063,13,Toalha capuz de Felpa ,20.0,260.0,2016-04-02 11:40:01,True,2016-04-02 12:11:44.910000, 
421,160402462710,1000,3,Cobertor Flanela,15.0,45.0,2016-04-02 11:40:36,True,2016-04-02 12:11:45.557000, 
422,160402462710,2236,10,Bory Ind. c/Barra de Tecido,16.5,165.0,2016-04-02 11:41:15,True,2016-04-02 12:11:46.208000, 
423,160402462710,240,9,Kit Pano de xixi 02 peças (malha),26.0,234.0,2016-04-02 11:42:00,True,2016-04-02 12:11:46.887000, 
424,160402462710,170,6,Kit Pano de xixi 03 peças,42.0,252.0,2016-04-02 11:42:37,True,2016-04-02 12:11:47.576000, 
425,160402462710,640,9,Kit Berço c/ fronha (malha),31.5,283.5,2016-04-02 11:43:12,True,2016-04-02 12:11:48.073000, 
426,160402462710,1200,13,Kit Calcinha de Malha 3 peças,18.9,245.7,2016-04-02 11:43:57,True,2016-04-02 12:11:48.743000, 
427,160402462710,300,8,Kit Fralda c/ 03 peças,21.0,168.0,2016-04-02 11:45:03,True,2016-04-02 12:11:49.355000, 
428,160402462710,3008,12,Kit Calcinha Camiseta e Sapatilha,27.9,334.8,2016-04-02 11:45:50,True,2016-04-02 12:11:49.951000, 
429,160402462710,2302,5,Short tecido c/ blusa de viés ,25.0,125.0,2016-04-02 11:46:37,True,2016-04-02 12:11:50.484000, 
430,160402462710,90,22,Sapato c/ luva,8.9,195.8,2016-04-02 11:47:07,True,2016-04-02 12:11:51.090000, 
431,160402462710,5122,10,Pijamas estampados,19.0,190.0,2016-04-02 11:48:09,True,2016-04-02 12:11:52.915000, 
432,160402462710,5117,10,Camiseta machão c/ short tec,23.0,230.0,2016-04-02 11:49:41,True,2016-04-02 12:11:53.419000, 
433,160402462710,5116,5,Sapatilha c/ Tiara,15.0,75.0,2016-04-02 11:50:13,True,2016-04-02 12:11:55.254000, 
434,160402462710,210,1,Kit Berço c/ vira e fronha c/ bico,40.0,40.0,2016-04-02 11:50:39,True,2016-04-02 12:11:55.902000, 
435,160402462710,630,1,Kit Pagão 03 peças ,20.0,20.0,2016-04-02 11:50:58,True,2016-04-02 12:11:58.678000, 
436,160402462710,5020,1,"Kit Manta Felpuce, body, mijão",79.5,79.5,2016-04-02 11:55:20,True,2016-04-02 12:12:02.917000, 
437,160402462710,5129,1,Babador indidual,9.0,9.0,2016-04-02 11:55:33,True,2016-04-02 12:12:03.830000, 
438,160402462710,5130,1,Cheirinho malha individual,6.0,6.0,2016-04-02 11:55:38,True,2016-04-02 12:12:04.588000, 
439,160402462710,5131,1,Frauda com barra individual,8.0,8.0,2016-04-02 11:55:44,True,2016-04-02 12:12:05.928000, 
442,160404151613,500,20,Kit Cheirinho c/ 04 peças,19.5,390.0,2016-04-04 13:17:20,False,<NULL>, 
443,160404151613,350,10,Kit Cheirinho de malha c/ 03 peças,15.6,156.0,2016-04-04 13:17:41,False,<NULL>, 
444,160404151613,400,25,Kit camiseta 3 peças,23.0,575.0,2016-04-04 13:17:56,True,2016-06-29 18:43:34.295000, 
445,160404151613,1200,25,Kit Calcinha de Malha 3 peças,18.9,472.5,2016-04-04 13:18:12,True,2016-06-29 18:43:35.061000, 
446,160404151613,1090,15,Kit calcinha c/ bico,27.6,414.0,2016-04-04 13:18:30,True,2016-06-29 18:43:36.036000, 
447,160404151613,1080,15,Mijão individual ,6.6,99.0,2016-04-04 13:18:46,False,<NULL>, 
449,160404151613,110,15,Kit Pagão completo ( conj. 03 peças e sapatinho ),30.0,450.0,2016-04-04 13:19:49,False,<NULL>, 
450,160406191015,400,10,Kit camiseta 3 peças,23.0,230.0,2016-04-06 15:10:47,False,<NULL>, 
451,160406191015,910,20,Shortinho individual ,6.9,138.0,2016-04-06 15:11:28,False,<NULL>, 
452,160406191015,1200,04,Kit Calcinha de Malha 3 peças,18.9,75.6,2016-04-06 15:12:02,False,<NULL>, 
453,160406191015,700,06,Kit calcinha e camiseta,17.4,104.4,2016-04-06 15:12:23,False,<NULL>, 
454,160406191015,930,3,Kit Cueca e Camiseta ,15.9,47.7,2016-04-06 15:13:19,False,<NULL>, 
455,160406191015,940,3,Kit Cuecas c/ 03 peças,15.0,45.0,2016-04-06 15:14:05,False,<NULL>, 
456,160406191015,350,13,Kit Cheirinho de malha c/ 03 peças,15.6,202.8,2016-04-06 15:14:31,False,<NULL>, 
457,160406191015,5118,07,Kit Cheirinho malha felpuce,16.0,112.0,2016-04-06 15:15:14,False,<NULL>, 
458,160406191015,90,58,Sapato c/ luva,8.9,516.2,2016-04-06 15:15:45,False,<NULL>, 
469,160409275211,5116,08,Sapatilha c/ Tiara,15.0,120.0,2016-04-09 11:52:54,False,<NULL>, 
470,160409275211,190,60,Luva individual ,3.0,180.0,2016-04-09 11:53:18,False,<NULL>, 
471,160409275211,200,12,Pano de xixi individual ,14.0,168.0,2016-04-09 11:53:52,False,<NULL>, 
472,160409275211,400,32,Kit camiseta 3 peças,23.0,736.0,2016-04-09 11:54:14,False,<NULL>, 
473,160409275211,940,07,Kit Cuecas c/ 03 peças,15.0,105.0,2016-04-09 11:54:25,False,<NULL>, 
474,160409275211,120,06,"Kit Fralda, camiseta e cheirinho ",25.0,150.0,2016-04-09 11:54:39,False,<NULL>, 
475,160409275211,500,12,Kit Cheirinho c/ 04 peças,19.5,234.0,2016-04-09 11:54:49,False,<NULL>, 
476,160409275211,3008,06,Kit Calcinha Camiseta e Sapatilha,27.9,167.4,2016-04-09 11:55:03,False,<NULL>, 
477,160409275211,2000,100,Camiseta lisa,6.0,600.0,2016-04-09 11:55:13,False,<NULL>, 
479,160409275211,3007,06,"Kit Cueca, Camiseta, sapato tecido ",26.5,159.0,2016-04-09 11:56:41,False,<NULL>, 
480,160413394613,3007,03,"Kit Cueca, Camiseta, sapato tecido ",26.5,79.5,2016-04-13 13:47:39,False,<NULL>, 
481,160413394613,500,06,Kit Cheirinho c/ 04 peças,19.5,117.0,2016-04-13 13:48:03,False,<NULL>, 
482,160413394613,170,6,Kit Pano de xixi 03 peças,42.0,252.0,2016-04-13 13:54:20,False,<NULL>, 
483,160413394613,1200,06,Kit Calcinha de Malha 3 peças,18.9,113.4,2016-04-13 14:17:13,False,<NULL>, 
484,160413394613,930,06,Kit Cueca e Camiseta ,15.9,95.4,2016-04-13 14:17:56,False,<NULL>, 
485,160413394613,1100,06,"Kit Vestido, Calcinha e Tiara ",30.0,180.0,2016-04-13 14:18:34,False,<NULL>, 
486,160413394613,240,06,Kit Pano de xixi 02 peças (malha),26.0,156.0,2016-04-13 14:18:59,False,<NULL>, 
487,160413394613,400,06,Kit camiseta 3 peças,23.0,138.0,2016-04-13 14:25:18,False,<NULL>, 
488,160413394613,110,06,Kit Pagão completo ( conj. 03 peças e sapatinho ),30.0,180.0,2016-04-13 14:26:42,False,<NULL>, 
489,160413394613,270,06,Toalha fralda capuz,15.5,93.0,2016-04-13 14:28:16,False,<NULL>, 
490,160413394613,300,06,Kit Fralda c/ 03 peças,21.0,126.0,2016-04-13 14:28:43,False,<NULL>, 
492,160413394613,2301,06,Bata com Sapatilha,37.8,226.8,2016-04-13 14:29:33,False,<NULL>, 
493,160413394613,299,06,Kit Body c/colete e mijão ,25.0,150.0,2016-04-13 14:30:28,False,<NULL>, 
494,160413394613,770,03,Kit calçinha malha c/ camiseta,15.0,45.0,2016-04-13 14:30:59,False,<NULL>, 
495,160413394613,930,03,Kit Cueca e Camiseta ,15.9,47.7,2016-04-13 14:31:26,False,<NULL>, 
496,160413394613,90,06,Sapato c/ luva,8.9,53.4,2016-04-13 14:46:56,False,<NULL>, 
497,160413394613,3008,03,Kit Calcinha Camiseta e Sapatilha,27.9,83.7,2016-04-13 14:49:47,False,<NULL>, 
498,160414302216,270,2,Toalha fralda capuz,15.5,31.0,2016-04-14 16:22:48,False,<NULL>, 
499,160414302216,90,3,Sapato c/ luva,8.9,26.7,2016-04-14 16:23:00,False,<NULL>, 
501,160417315311,90,1,Sapato c/ luva,8.9,8.9,2016-04-17 11:54:53,False,<NULL>, 
502,160418155506,400,24,Kit camiseta 3 peças,23.0,552.0,2016-04-18 06:55:29,False,<NULL>, 
503,160418155506,910,48,Shortinho individual ,6.9,331.2,2016-04-18 06:55:43,False,<NULL>, 
504,160418155506,2000,96,Camiseta lisa,6.0,576.0,2016-04-18 06:55:53,False,<NULL>, 
505,160418155506,90,36,Sapato c/ luva,8.9,320.4,2016-04-18 06:56:24,False,<NULL>, 
506,160418160309,80,40,Pano de xixi individual (malha),13.0,520.0,2016-04-18 09:03:45,False,<NULL>, 
507,160418160309,200,35,Pano de xixi individual ,14.0,490.0,2016-04-18 09:03:56,False,<NULL>, 
508,160418160309,350,40,Kit Cheirinho de malha c/ 03 peças,15.6,624.0,2016-04-18 09:04:06,False,<NULL>, 
509,160418160309,700,15,Kit calcinha e camiseta,17.4,261.0,2016-04-18 09:04:15,False,<NULL>, 
510,160418160309,3008,10,Kit Calcinha Camiseta e Sapatilha,27.9,279.0,2016-04-18 09:04:27,False,<NULL>, 
511,160418160309,90,40,Sapato c/ luva,8.9,356.0,2016-04-18 09:04:38,False,<NULL>, 
512,160418285009,1200,4,Kit Calcinha de Malha 3 peças,18.9,75.6,2016-04-18 09:50:46,False,<NULL>, 
513,160418285009,3008,6,Kit Calcinha Camiseta e Sapatilha,27.9,167.4,2016-04-18 09:51:01,False,<NULL>, 
514,160418285009,500,7,Kit Cheirinho c/ 04 peças,19.5,136.5,2016-04-18 09:51:14,False,<NULL>, 
515,160418285009,350,6,Kit Cheirinho de malha c/ 03 peças,15.6,93.6,2016-04-18 09:51:26,False,<NULL>, 
516,160418285009,2000,33,Camiseta lisa,6.0,198.0,2016-04-18 09:53:45,False,<NULL>, 
517,160418285009,910,12,Shortinho individual ,6.9,82.8,2016-04-18 09:54:06,False,<NULL>, 
518,160418285009,200,5,Pano de xixi individual ,14.0,70.0,2016-04-18 09:54:13,False,<NULL>, 
519,160418285009,80,5,Pano de xixi individual (malha),13.0,65.0,2016-04-18 09:54:20,False,<NULL>, 
520,160418285009,700,6,Kit calcinha e camiseta,17.4,104.4,2016-04-18 09:54:27,False,<NULL>, 
521,160418285009,930,6,Kit Cueca e Camiseta ,15.9,95.4,2016-04-18 09:54:34,False,<NULL>, 
522,160418285009,740,5,"Kit short, camiseta e Tiara ",22.5,112.5,2016-04-18 09:54:46,False,<NULL>, 
523,160418285009,3007,5,"Kit Cueca, Camiseta, sapato tecido ",26.5,132.5,2016-04-18 09:54:54,False,<NULL>, 
524,160418285009,2229,6,"Touca, sapato, luva ",15.0,90.0,2016-04-18 09:55:03,False,<NULL>, 
525,160418285009,90,20,Sapato c/ luva,8.9,178.0,2016-04-18 09:55:14,False,<NULL>, 
526,160418285009,400,37,Kit camiseta 3 peças,23.0,851.0,2016-04-18 09:55:22,False,<NULL>, 
527,160418561710,400,48,Kit camiseta 3 peças,23.0,1104.0,2016-04-18 10:18:10,False,<NULL>, 
528,160418561710,1200,18,Kit Calcinha de Malha 3 peças,18.9,340.2,2016-04-18 10:18:21,False,<NULL>, 
529,160418561710,940,18,Kit Cuecas c/ 03 peças,15.0,270.0,2016-04-18 10:18:37,False,<NULL>, 
530,160418561710,3006,12,Roupão Felpuce ,35.0,420.0,2016-04-18 10:18:46,False,<NULL>, 
531,160418561710,90,24,Sapato c/ luva,8.9,213.6,2016-04-18 10:18:50,False,<NULL>, 
532,160418561710,700,12,Kit calcinha e camiseta,17.4,208.8,2016-04-18 10:18:57,False,<NULL>, 
533,160418561710,500,24,Kit Cheirinho c/ 04 peças,19.5,468.0,2016-04-18 10:19:03,False,<NULL>, 
534,160418561710,200,12,Pano de xixi individual ,14.0,168.0,2016-04-18 10:19:14,False,<NULL>, 
535,160418561710,3002,12,"Kit c/ 4 peças (Toalha Fralda , camiseta, cheirinho, toalhinha)",42.9,514.8,2016-04-18 10:19:20,False,<NULL>, 
536,160418561710,910,12,Shortinho individual ,6.9,82.8,2016-04-18 10:19:27,False,<NULL>, 
537,160418164610,90,2,Sapato c/ luva,8.9,17.8,2016-04-18 10:46:20,False,<NULL>, 
538,160418524810,90,2,Sapato c/ luva,8.9,17.8,2016-04-18 10:48:58,False,<NULL>, 
539,160418161411,90,2,Sapato c/ luva,8.9,17.8,2016-04-18 11:14:20,False,<NULL>, 
540,160418261511,90,5,Sapato c/ luva,8.9,44.5,2016-04-18 11:24:03,False,<NULL>, 
541,160418022511,400,48,Kit camiseta 3 peças,23.0,1104.0,2016-04-18 11:25:13,False,<NULL>, 
542,160418022511,1200,18,Kit Calcinha de Malha 3 peças,18.9,340.2,2016-04-18 11:25:21,False,<NULL>, 
543,160418022511,940,18,Kit Cuecas c/ 03 peças,15.0,270.0,2016-04-18 11:25:29,False,<NULL>, 
544,160418022511,3006,12,Roupão Felpuce ,35.0,420.0,2016-04-18 11:25:45,False,<NULL>, 
545,160418022511,90,24,Sapato c/ luva,8.9,213.6,2016-04-18 11:25:51,False,<NULL>, 
546,160418022511,700,12,Kit calcinha e camiseta,17.4,208.8,2016-04-18 11:25:58,False,<NULL>, 
548,160418022511,500,24,Kit Cheirinho c/ 03 peças,19.5,468.0,2016-04-18 11:26:49,False,<NULL>, 
549,160418022511,200,12,Pano de xixi individual ,14.0,168.0,2016-04-18 11:26:55,False,<NULL>, 
550,160418022511,3002,12,"Kit c/ 4 peças (Toalha Fralda , camiseta, cheirinho, toalhinha)",42.9,514.8,2016-04-18 11:27:04,False,<NULL>, 
551,160418022511,910,12,Shortinho individual ,6.9,82.8,2016-04-18 11:27:09,False,<NULL>, 
552,160418523111,400,80,Kit camiseta 3 peças,23.0,1840.0,2016-04-18 11:31:58,False,<NULL>, 
553,160418523111,1200,40,Kit Calcinha de Malha 3 peças,18.9,756.0,2016-04-18 11:32:02,False,<NULL>, 
554,160418523111,940,35,Kit Cuecas c/ 03 peças,15.0,525.0,2016-04-18 11:32:08,False,<NULL>, 
555,160418523111,350,20,Kit Cheirinho de malha c/ 03 peças,15.6,312.0,2016-04-18 11:32:11,False,<NULL>, 
556,160418523111,500,20,Kit Cheirinho c/ 03 peças,19.5,390.0,2016-04-18 11:32:15,False,<NULL>, 
557,160418323511,400,12,Kit camiseta 3 peças,23.0,276.0,2016-04-18 11:35:47,False,<NULL>, 
558,160418323511,2303,4,Bone-tecido Cueca Sapato,25.0,100.0,2016-04-18 11:35:58,False,<NULL>, 
559,160418323511,3007,4,"Kit Cueca, Camiseta, sapato tecido ",26.5,106.0,2016-04-18 13:07:09,False,<NULL>, 
560,160418323511,3008,7,Kit Calcinha Camiseta e Sapatilha,27.9,195.3,2016-04-18 13:07:18,False,<NULL>, 
561,160418323511,300,6,Kit Fralda c/ 03 peças,21.0,126.0,2016-04-18 13:07:28,False,<NULL>, 
562,160418323511,500,6,Kit Cheirinho c/ 03 peças,19.5,117.0,2016-04-18 13:07:38,False,<NULL>, 
563,160418323511,350,6,Kit Cheirinho de malha c/ 03 peças,15.6,93.6,2016-04-18 13:07:47,False,<NULL>, 
564,160418323511,240,4,Kit Pano de xixi 02 peças (malha),26.0,104.0,2016-04-18 13:07:55,False,<NULL>, 
565,160418323511,940,6,Kit Cuecas c/ 03 peças,15.0,90.0,2016-04-18 13:08:03,False,<NULL>, 
566,160418323511,90,32,Sapato c/ luva,8.9,284.8,2016-04-18 13:08:17,False,<NULL>, 
567,160418021113,630,10,Kit Pagão 03 peças ,20.0,200.0,2016-04-18 13:15:54,False,<NULL>, 
568,160418021113,110,10,Kit Pagão completo ( conj. 03 peças e sapatinho ),30.0,300.0,2016-04-18 13:16:01,False,<NULL>, 
569,160418021113,2000,24,Camiseta lisa,6.0,144.0,2016-04-18 13:16:08,False,<NULL>, 
570,160418021113,400,48,Kit camiseta 3 peças,23.0,1104.0,2016-04-18 13:16:17,False,<NULL>, 
571,160418021113,500,24,Kit Cheirinho c/ 03 peças,19.5,468.0,2016-04-18 13:16:23,False,<NULL>, 
572,160418021113,310,6,Roupão de felpa ,32.5,195.0,2016-04-18 13:16:37,False,<NULL>, 
573,160418021113,940,6,Kit Cuecas c/ 03 peças,15.0,90.0,2016-04-18 13:16:45,False,<NULL>, 
574,160418021113,1200,6,Kit Calcinha de Malha 3 peças,18.9,113.4,2016-04-18 13:16:49,False,<NULL>, 
575,160418021113,730,6,"Kit short, camiseta e boné",25.5,153.0,2016-04-18 13:16:52,False,<NULL>, 
576,160418021113,740,6,"Kit short, camiseta e Tiara ",22.5,135.0,2016-04-18 13:17:00,False,<NULL>, 
577,160418021113,3007,6,"Kit Cueca, Camiseta, sapato tecido ",26.5,159.0,2016-04-18 13:17:09,False,<NULL>, 
578,160418021113,3008,3,Kit Calcinha Camiseta e Sapatilha,27.9,83.7,2016-04-18 13:17:15,False,<NULL>, 
579,160418021113,910,24,Shortinho individual ,6.9,165.6,2016-04-18 13:17:20,False,<NULL>, 
580,160418021113,3004,12,Sapatilha de tecido,10.0,120.0,2016-04-18 13:17:58,False,<NULL>, 
581,160418021113,5116,12,Sapatilha c/ Tiara,15.0,180.0,2016-04-18 13:18:12,False,<NULL>, 
582,160418021113,150,2,Toalha fralda s/ bico ,12.9,25.8,2016-04-18 13:18:35,False,<NULL>, 
583,160418021113,1120,6,Kit Body Mijao Sapato com luva,25.0,150.0,2016-04-18 13:18:42,False,<NULL>, 
584,160418021113,100,6,"Kit Mijão, camiseta e sapatinho ",21.4,128.4,2016-04-18 13:18:46,False,<NULL>, 
585,160418351314,3007,03,"Kit Cueca, Camiseta, sapato tecido ",26.5,79.5,2016-04-18 14:13:53,False,<NULL>, 
586,160418351314,500,06,Kit Cheirinho c/ 03 peças,19.5,117.0,2016-04-18 14:14:00,False,<NULL>, 
587,160418351314,170,06,Kit Pano de xixi 03 peças,42.0,252.0,2016-04-18 14:14:11,False,<NULL>, 
588,160418351314,1200,06,Kit Calcinha de Malha 3 peças,18.9,113.4,2016-04-18 14:14:20,False,<NULL>, 
589,160418351314,940,06,Kit Cuecas c/ 03 peças,15.0,90.0,2016-04-18 14:14:38,False,<NULL>, 
590,160418351314,1100,06,"Kit Vestido, Calcinha e Tiara ",30.0,180.0,2016-04-18 14:14:43,False,<NULL>, 
591,160418351314,240,06,Kit Pano de xixi 02 peças (malha),26.0,156.0,2016-04-18 14:14:52,False,<NULL>, 
592,160418351314,400,06,Kit camiseta 3 peças,23.0,138.0,2016-04-18 14:14:59,False,<NULL>, 
593,160418351314,110,06,Kit Pagão completo ( conj. 03 peças e sapatinho ),30.0,180.0,2016-04-18 14:15:06,False,<NULL>, 
594,160418351314,270,06,Toalha fralda capuz,15.5,93.0,2016-04-18 14:15:12,False,<NULL>, 
595,160418351314,300,06,Kit Fralda c/ 03 peças,21.0,126.0,2016-04-18 14:15:20,False,<NULL>, 
596,160418351314,2301,06,Bata com Sapatilha,37.8,226.8,2016-04-18 14:15:28,False,<NULL>, 
597,160418351314,299,06,Kit Body c/colete e mijão ,25.0,150.0,2016-04-18 14:15:36,False,<NULL>, 
598,160418351314,770,03,Kit calçinha malha c/ camiseta,15.0,45.0,2016-04-18 14:15:47,False,<NULL>, 
599,160418351314,930,03,Kit Cueca e Camiseta ,15.9,47.7,2016-04-18 14:15:55,False,<NULL>, 
600,160418351314,90,06,Sapato c/ luva,8.9,53.4,2016-04-18 14:16:01,False,<NULL>, 
601,160418351314,3008,03,Kit Calcinha Camiseta e Sapatilha,27.9,83.7,2016-04-18 14:16:10,False,<NULL>, 
602,160418012314,400,10,Kit camiseta 3 peças,23.0,230.0,2016-04-18 14:23:11,False,<NULL>, 
603,160418012314,910,20,Shortinho individual ,6.9,138.0,2016-04-18 14:23:19,False,<NULL>, 
604,160418012314,770,04,Kit calçinha malha c/ camiseta,15.0,60.0,2016-04-18 14:24:34,False,<NULL>, 
605,160418012314,700,06,Kit calcinha e camiseta,17.4,104.4,2016-04-18 14:24:43,False,<NULL>, 
606,160418012314,930,03,Kit Cueca e Camiseta ,15.9,47.7,2016-04-18 14:24:53,False,<NULL>, 
607,160418012314,940,03,Kit Cuecas c/ 03 peças,15.0,45.0,2016-04-18 14:25:00,False,<NULL>, 
608,160418012314,350,13,Kit Cheirinho de malha c/ 03 peças,15.6,202.8,2016-04-18 14:25:07,False,<NULL>, 
609,160418012314,5118,07,Kit Cheirinho malha felpuce,16.0,112.0,2016-04-18 14:25:15,False,<NULL>, 
610,160418012314,90,58,Sapato c/ luva,8.9,516.2,2016-04-18 14:25:23,False,<NULL>, 
611,160418012314,330,02,Pano de prato 03 peças ,13.0,26.0,2016-04-18 14:25:44,False,<NULL>, 
